Temporada_x,Jornada,Equipo Local,Equipo Visitante,Local,Empate,Visitante,Pronóstico,Real,40%,45%,50%,55%,60%,Label,Temporada_y,HomeTeam,AwayTeam,B365H,B365D,B365A,B365HD,B365HA,B365DA,HnoD,AnoD
2014-15,21,Eibar,AtléticodeMadrid,0.2708426623695223,0.24394409316717447,0.500306025636036,V,V,V,V,V,VE,VE,2014-15EibarAtléticodeMadrid,2014-15,Eibar,AtléticodeMadrid,6.5,3.8,1.57,2.4056451612903222,1.2666666666666666,1.1126126126126126,4.875,1.1775
2014-15,21,RealMadrid,RealSociedad,0.8829939000391602,0.15883162512218948,0.04276290277731098,L,L,L,L,L,L,L,2014-15RealMadridRealSociedad,2014-15,RealMadrid,RealSociedad,1.18,7.0,17.0,1.0062305295950156,1.0991735537190082,4.873913043478263,1.0198571428571428,14.692857142857147
2014-15,21,RayoVallecano,DeportivodeLaCoruña,0.4758365071472369,0.20418988578189481,0.29740961423736434,L,V,L,L,LE,LE,LE,2014-15RayoVallecanoDeportivodeLaCoruña,2014-15,RayoVallecano,DeportivodeLaCoruña,1.75,3.5,5.25,1.1598837209302326,1.303921568627451,2.078125,1.2750000000000001,3.8250000000000006
2014-15,21,CeltadeVigo,Córdoba,0.5579886353028652,0.22705395464081413,0.2019960721434947,L,L,L,L,L,L,LE,2014-15CeltadeVigoCórdoba,2014-15,CeltadeVigo,Córdoba,1.44,4.2,8.5,1.0695364238410596,1.2276923076923076,2.791836734693878,1.114285714285714,6.577380952380953
2014-15,22,AthleticClub,Barcelona,0.20055993441814607,0.2706399765523793,0.5859042030841235,V,V,V,V,V,V,VE,2014-15AthleticClubBarcelona,2014-15,AthleticClub,Barcelona,9.0,5.25,1.33,3.325,1.1598837209302326,1.0621118012422361,7.371428571428572,1.0893333333333333
2014-15,22,Espanyol,Valencia,0.3320824094744162,0.2686218594413298,0.389251676621912,V,V,VE,VE,VE,VE,VE,2014-15EspanyolValencia,2014-15,Espanyol,Valencia,2.8,3.2,2.63,1.4872023809523813,1.3511111111111112,1.4378378378378378,1.9687499999999998,1.84921875
2014-15,22,Getafe,Sevilla,0.27722222067145785,0.2885514578713122,0.4474178856730034,V,L,V,VE,VE,VE,VE,2014-15GetafeSevilla,2014-15,Getafe,Sevilla,3.8,3.3,2.05,1.7704545454545453,1.3340425531914892,1.2666666666666666,2.706060606060606,1.4598484848484852
2014-15,22,Córdoba,Almería,0.43623818050028157,0.23967158668195893,0.3063892269512462,L,V,L,LE,LE,LE,LE,2014-15CórdobaAlmería,2014-15,Córdoba,Almería,2.25,3.1,3.5,1.303921568627451,1.369767441860465,1.6442307692307694,1.5604838709677422,2.42741935483871
2014-15,22,Elche,RayoVallecano,0.45650133363050444,0.23137275631655096,0.2956244722475426,L,L,L,L,LE,LE,LE,2014-15ElcheRayoVallecano,2014-15,Elche,RayoVallecano,2.6,3.2,2.8,1.4378378378378378,1.3511111111111112,1.496969696969697,1.828125,1.9687499999999998
2014-15,22,Levante,Málaga,0.27287785019700683,0.2883186529314145,0.4636211327488207,V,L,V,V,VE,VE,VE,2014-15LevanteMálaga,2014-15,Levante,Málaga,3.4,3.1,2.3,1.6185185185185187,1.369767441860465,1.3183673469387756,2.3580645161290326,1.5951612903225807
2014-15,22,Villarreal,Granada,0.724220420768643,0.19487046617509815,0.1111464508704886,L,L,L,L,L,L,L,2014-15VillarrealGranada,2014-15,Villarreal,Granada,1.3,5.25,11.0,1.0398009950248757,1.1598837209302326,3.5285714285714294,1.0647619047619046,9.00952380952381
2014-15,22,AtléticodeMadrid,RealMadrid,0.24442908246136674,0.33209909753867556,0.46694060771725826,V,L,V,V,VE,VE,VE,2014-15AtléticodeMadridRealMadrid,2014-15,AtléticodeMadrid,RealMadrid,2.88,3.4,2.45,1.5516666666666667,1.3183673469387756,1.417616580310881,2.0752941176470587,1.7654411764705886
2014-15,22,DeportivodeLaCoruña,Eibar,0.3624996695650298,0.25361579710952536,0.3803133145407591,V,L,VE,VE,VE,VE,VE,2014-15DeportivodeLaCoruñaEibar,2014-15,DeportivodeLaCoruña,Eibar,2.15,3.25,3.6,1.290566037735849,1.3423913043478262,1.7020833333333334,1.5215384615384615,2.5476923076923077
2014-15,22,RealSociedad,CeltadeVigo,0.5145938916388382,0.22380606039647194,0.24623202012178927,L,E,L,L,L,LE,LE,2014-15RealSociedadCeltadeVigo,2014-15,RealSociedad,CeltadeVigo,2.5,3.25,2.9,1.4128205128205131,1.3423913043478262,1.532258064516129,1.7692307692307694,2.0523076923076924
2014-15,23,Eibar,Elche,0.5053426297549278,0.20625786295043136,0.26214771502029666,L,V,L,L,L,LE,LE,2014-15EibarElche,2014-15,Eibar,Elche,2.15,3.1,3.8,1.2666666666666666,1.369767441860465,1.7020833333333334,1.4911290322580644,2.635483870967742
2014-15,23,CeltadeVigo,AtléticodeMadrid,0.2798597888023869,0.2615524534434795,0.4625619347624926,V,L,V,V,VE,VE,VE,2014-15CeltadeVigoAtléticodeMadrid,2014-15,CeltadeVigo,AtléticodeMadrid,3.8,3.25,2.1,1.734782608695652,1.3423913043478262,1.2666666666666666,2.6892307692307695,1.4861538461538466
2014-15,23,RayoVallecano,Villarreal,0.2767673364629655,0.2739428317358032,0.46657565637891124,V,L,V,V,VE,VE,VE,2014-15RayoVallecanoVillarreal,2014-15,RayoVallecano,Villarreal,3.3,3.4,2.2,1.6720000000000002,1.3183673469387756,1.3340425531914892,2.3779411764705882,1.585294117647059
2014-15,23,Barcelona,Levante,0.8924411523244482,0.12813656602840368,0.04542788992832811,L,L,L,L,L,L,L,2014-15BarcelonaLevante,2014-15,Barcelona,Levante,1.05,15.0,34.0,1.04,1.0142348754448398,9.974999999999989,1.04,31.846666666666675
2014-15,23,Valencia,Getafe,0.7320543699162257,0.2099203988197338,0.10219342092135339,L,L,L,L,L,L,L,2014-15ValenciaGetafe,2014-15,Valencia,Getafe,1.44,4.5,7.5,1.0877862595419847,1.204225352112676,2.791836734693878,1.136,5.916666666666667
2014-15,23,Málaga,Espanyol,0.5786063726918212,0.26951197997268994,0.16533932516021008,L,V,L,L,L,L,LE,2014-15MálagaEspanyol,2014-15,Málaga,Espanyol,2.1,3.3,3.75,1.2723214285714284,1.3340425531914892,1.734782608695652,1.4954545454545458,2.670454545454546
2014-15,23,RealMadrid,DeportivodeLaCoruña,0.8725496225613897,0.1523394454232746,0.049329084581179315,L,L,L,L,L,L,L,2014-15RealMadridDeportivodeLaCoruña,2014-15,RealMadrid,DeportivodeLaCoruña,1.08,13.0,21.0,1.04,1.0248962655601659,7.892307692307694,1.0010769230769232,19.465384615384618
2014-15,23,Sevilla,Córdoba,0.735679902545827,0.19500866757021174,0.10460705801338477,L,L,L,L,L,L,L,2014-15SevillaCórdoba,2014-15,Sevilla,Córdoba,1.36,5.0,9.0,1.0621118012422361,1.1728395061728396,3.1512195121951216,1.1016000000000001,7.290000000000001
2014-15,23,Almería,RealSociedad,0.4563076517803625,0.2431613550227442,0.2843101339309454,L,E,L,L,LE,LE,LE,2014-15AlmeríaRealSociedad,2014-15,Almería,RealSociedad,2.45,3.2,3.0,1.3902439024390245,1.3511111111111112,1.5516666666666667,1.7226562500000002,2.109375
2014-15,23,Granada,AthleticClub,0.45195816043573417,0.2620390471426449,0.2749728929691805,L,E,L,L,LE,LE,LE,2014-15GranadaAthleticClub,2014-15,Granada,AthleticClub,2.9,3.1,2.63,1.4872023809523813,1.369767441860465,1.4128205128205131,2.0112903225806456,1.824032258064516
2014-15,24,AthleticClub,RayoVallecano,0.505891164598844,0.22123793876693976,0.25504704829922453,L,L,L,L,L,LE,LE,2014-15AthleticClubRayoVallecano,2014-15,AthleticClub,RayoVallecano,1.91,3.5,4.2,1.2276923076923076,1.303921568627451,1.890104166666667,1.3915714285714285,3.0600000000000005
2014-15,24,Levante,Granada,0.4353554414351506,0.25415391700447676,0.2925248533777036,L,L,L,LE,LE,LE,LE,2014-15LevanteGranada,2014-15,Levante,Granada,2.3,3.1,3.4,1.3183673469387756,1.369767441860465,1.6185185185185187,1.5951612903225807,2.3580645161290326
2014-15,24,Elche,RealMadrid,0.07739649460834404,0.39734340360467335,0.7796556406363352,V,V,V,V,V,V,V,2014-15ElcheRealMadrid,2014-15,Elche,RealMadrid,17.0,7.0,1.18,4.873913043478263,1.0991735537190082,1.0062305295950156,14.692857142857147,1.0198571428571428
2014-15,24,Villarreal,Eibar,0.6242867921046794,0.21049911601572927,0.1719061662029641,L,L,L,L,L,L,L,2014-15VillarrealEibar,2014-15,Villarreal,Eibar,1.36,4.75,9.0,1.0621118012422361,1.1875,3.1512195121951216,1.0880000000000003,7.200000000000001
2014-15,24,RealSociedad,Sevilla,0.3621846115535365,0.2535854713530063,0.3644891469460671,V,L,VE,VE,VE,VE,VE,2014-15RealSociedadSevilla,2014-15,RealSociedad,Sevilla,2.9,3.3,2.5,1.532258064516129,1.3340425531914892,1.4128205128205131,2.0651515151515154,1.7803030303030305
2014-15,24,DeportivodeLaCoruña,CeltadeVigo,0.41374392918484665,0.2502153747867982,0.3230327675793403,L,V,L,LE,LE,LE,LE,2014-15DeportivodeLaCoruñaCeltadeVigo,2014-15,DeportivodeLaCoruña,CeltadeVigo,3.3,3.2,2.3,1.6185185185185187,1.3511111111111112,1.3340425531914892,2.3203124999999996,1.6171874999999998
2014-15,24,AtléticodeMadrid,Almería,0.7515313577586207,0.18239754666846977,0.10273102742777017,L,L,L,L,L,L,L,2014-15AtléticodeMadridAlmería,2014-15,AtléticodeMadrid,Almería,1.2,6.5,15.0,1.0142348754448398,1.1126126126126126,4.560000000000001,1.0246153846153847,12.807692307692308
2014-15,24,Córdoba,Valencia,0.2684774140787865,0.29242698596977346,0.4592107355449327,V,V,V,V,VE,VE,VE,2014-15CórdobaValencia,2014-15,Córdoba,Valencia,4.33,3.25,1.95,1.8525000000000003,1.3423913043478262,1.2170118343195266,3.0643076923076924,1.3800000000000001
2014-15,24,Barcelona,Málaga,0.869164321575571,0.13480732056464964,0.056399010494823064,L,V,L,L,L,L,L,2014-15BarcelonaMálaga,2014-15,Barcelona,Málaga,1.11,10.0,21.0,1.04,1.0497237569060773,6.590624999999996,1.00455,19.005000000000003
2014-15,24,Getafe,Espanyol,0.4162887303434564,0.3004046771570327,0.2785154715520342,L,L,L,LE,LE,LE,LE,2014-15GetafeEspanyol,2014-15,Getafe,Espanyol,2.4,3.1,3.25,1.3423913043478262,1.369767441860465,1.5724137931034483,1.664516129032258,2.2540322580645165
2014-15,25,CeltadeVigo,Elche,0.5354763128097585,0.21020876550960504,0.23318769240307247,L,E,L,L,L,LE,LE,2014-15CeltadeVigoElche,2014-15,CeltadeVigo,Elche,1.5,4.2,7.0,1.0991735537190082,1.2276923076923076,2.5909090909090904,1.1607142857142856,5.416666666666666
2014-15,25,RealMadrid,Villarreal,0.7225541212542628,0.18398425588725123,0.11958671754897729,L,E,L,L,L,L,L,2014-15RealMadridVillarreal,2014-15,RealMadrid,Villarreal,1.2,7.0,13.0,1.0248962655601659,1.0991735537190082,4.560000000000001,1.0371428571428571,11.235714285714286
2014-15,25,Sevilla,AtléticodeMadrid,0.4798438265341875,0.24183297237207818,0.2550303161908064,L,E,L,L,LE,LE,LE,2014-15SevillaAtléticodeMadrid,2014-15,Sevilla,AtléticodeMadrid,3.0,3.2,2.45,1.5516666666666667,1.3511111111111112,1.3902439024390245,2.109375,1.7226562500000002
2014-15,25,Eibar,AthleticClub,0.498420693252694,0.2214689961178138,0.26022108215564127,L,V,L,L,LE,LE,LE,2014-15EibarAthleticClub,2014-15,Eibar,AthleticClub,3.25,3.1,2.38,1.5811188811188812,1.369767441860465,1.3423913043478262,2.2540322580645165,1.6506451612903226
2014-15,25,Valencia,RealSociedad,0.7418022763666166,0.21690123521847432,0.09381969933825428,L,L,L,L,L,L,L,2014-15ValenciaRealSociedad,2014-15,Valencia,RealSociedad,1.57,4.0,6.0,1.1287128712871286,1.2459016393442623,2.4056451612903222,1.197125,4.574999999999999
2014-15,25,Almería,DeportivodeLaCoruña,0.46747812740572997,0.2221015481008182,0.29082361206320606,L,E,L,L,LE,LE,LE,2014-15AlmeríaDeportivodeLaCoruña,2014-15,Almería,DeportivodeLaCoruña,2.25,3.2,3.4,1.3183673469387756,1.3511111111111112,1.6442307692307694,1.5820312500000002,2.390625
2014-15,25,RayoVallecano,Levante,0.5324313017463884,0.21663565216944342,0.23170513089377803,L,L,L,L,L,LE,LE,2014-15RayoVallecanoLevante,2014-15,RayoVallecano,Levante,1.67,3.75,5.5,1.1483516483516483,1.2723214285714284,2.2034722222222225,1.2469333333333334,4.106666666666667
2014-15,25,Granada,Barcelona,0.12610316606096797,0.3544426920227594,0.6765830637314865,V,V,V,V,V,V,V,2014-15GranadaBarcelona,2014-15,Granada,Barcelona,17.0,7.5,1.17,5.05227272727273,1.0877862595419847,1.0062305295950156,14.846666666666668,1.0217999999999998
2014-15,25,Espanyol,Córdoba,0.587315811155966,0.1996025939850172,0.19880712828619293,L,L,L,L,L,L,LE,2014-15EspanyolCórdoba,2014-15,Espanyol,Córdoba,1.57,3.8,6.5,1.1126126126126126,1.2666666666666666,2.4056451612903222,1.1775,4.875
2014-15,25,Málaga,Getafe,0.5377184819000135,0.26085206988603016,0.19851224483890434,L,L,L,L,L,LE,LE,2014-15MálagaGetafe,2014-15,Málaga,Getafe,1.75,3.6,5.0,1.1728395061728396,1.290566037735849,2.078125,1.2881944444444446,3.680555555555556
2014-15,26,RealSociedad,Espanyol,0.4958419864311706,0.2650629846630742,0.2284271148715804,L,L,L,L,LE,LE,LE,2014-15RealSociedadEspanyol,2014-15,RealSociedad,Espanyol,2.2,3.3,3.4,1.3183673469387756,1.3340425531914892,1.6720000000000002,1.5666666666666669,2.4212121212121214
2014-15,26,Córdoba,Getafe,0.42392433903528776,0.2702602068569984,0.2914875623013295,L,V,L,LE,LE,LE,LE,2014-15CórdobaGetafe,2014-15,Córdoba,Getafe,2.4,3.1,3.2,1.3511111111111112,1.369767441860465,1.5724137931034483,1.664516129032258,2.2193548387096778
2014-15,26,AtléticodeMadrid,Valencia,0.5812538957045733,0.21246699908838762,0.19560397779716454,L,E,L,L,L,L,LE,2014-15AtléticodeMadridValencia,2014-15,AtléticodeMadrid,Valencia,1.62,3.75,6.0,1.1287128712871286,1.2723214285714284,2.297014925373134,1.2096,4.48
2014-15,26,Villarreal,CeltadeVigo,0.6393203279940307,0.2387546528584565,0.14291064378330887,L,L,L,L,L,L,L,2014-15VillarrealCeltadeVigo,2014-15,Villarreal,CeltadeVigo,1.95,3.5,4.0,1.2459016393442623,1.303921568627451,1.8525000000000003,1.4207142857142856,2.9142857142857146
2014-15,26,Barcelona,RayoVallecano,0.8800981746797214,0.13401561405114143,0.05034710171087294,L,L,L,L,L,L,L,2014-15BarcelonaRayoVallecano,2014-15,Barcelona,RayoVallecano,1.05,15.0,34.0,1.04,1.0142348754448398,9.974999999999989,1.04,31.846666666666675
2014-15,26,Levante,Eibar,0.3795683117078985,0.25931451236865716,0.35759680241022557,L,L,LE,LE,LE,LE,LE,2014-15LevanteEibar,2014-15,Levante,Eibar,2.05,3.3,4.0,1.2459016393442623,1.3340425531914892,1.7704545454545453,1.4598484848484852,2.848484848484849
2014-15,26,Elche,Almería,0.41830742068233523,0.2422406072628376,0.3244465460931822,L,L,L,LE,LE,LE,LE,2014-15ElcheAlmería,2014-15,Elche,Almería,2.05,3.4,3.8,1.2666666666666666,1.3183673469387756,1.7704545454545453,1.4772058823529413,2.738235294117647
2014-15,26,AthleticClub,RealMadrid,0.12111144389378566,0.34705220880853777,0.691904816541065,V,L,V,V,V,V,V,2014-15AthleticClubRealMadrid,2014-15,AthleticClub,RealMadrid,7.0,4.75,1.44,2.791836734693878,1.1875,1.0991735537190082,5.6,1.152
2014-15,26,DeportivodeLaCoruña,Sevilla,0.31876260332227935,0.2797576561239888,0.40324324395111394,V,V,V,VE,VE,VE,VE,2014-15DeportivodeLaCoruñaSevilla,2014-15,DeportivodeLaCoruña,Sevilla,3.8,3.4,2.05,1.7704545454545453,1.3183673469387756,1.2666666666666666,2.738235294117647,1.4772058823529413
2014-15,26,Granada,Málaga,0.34337696589359107,0.27234934456432724,0.3780181242131757,V,L,VE,VE,VE,VE,VE,2014-15GranadaMálaga,2014-15,Granada,Málaga,2.9,3.2,2.6,1.496969696969697,1.3511111111111112,1.4128205128205131,2.0390625,1.828125
2014-15,27,Málaga,Córdoba,0.6348172254908653,0.21054163842344825,0.1597378449765491,L,L,L,L,L,L,L,2014-15MálagaCórdoba,2014-15,Málaga,Córdoba,1.57,3.75,7.0,1.0991735537190082,1.2723214285714284,2.4056451612903222,1.172266666666667,5.226666666666667
2014-15,27,Getafe,RealSociedad,0.44473453468941837,0.26667643016233,0.2749367378987912,L,V,L,LE,LE,LE,LE,2014-15GetafeRealSociedad,2014-15,Getafe,RealSociedad,2.3,3.2,3.3,1.3340425531914892,1.3511111111111112,1.6185185185185187,1.6171874999999998,2.3203124999999996
2014-15,27,RealMadrid,Levante,0.8489289877924073,0.16715580561180518,0.05505986770583896,L,L,L,L,L,L,L,2014-15RealMadridLevante,2014-15,RealMadrid,Levante,1.06,13.0,34.0,1.04,1.0248962655601659,9.154545454545456,1.04,31.51538461538462
2014-15,27,Sevilla,Elche,0.7100179930410735,0.21165913549652302,0.11083978293479944,L,L,L,L,L,L,L,2014-15SevillaElche,2014-15,Sevilla,Elche,1.4,4.75,8.0,1.0780141843971631,1.1875,2.9555555555555557,1.1199999999999999,6.4
2014-15,27,Almería,Villarreal,0.27567159653966206,0.28287697381785026,0.46186216809911856,V,E,V,V,VE,VE,VE,2014-15AlmeríaVillarreal,2014-15,Almería,Villarreal,4.0,3.3,2.0,1.8095238095238095,1.3340425531914892,1.2459016393442623,2.848484848484849,1.4242424242424245
2014-15,27,Valencia,DeportivodeLaCoruña,0.753424850390463,0.18762718618678415,0.09965080048299073,L,L,L,L,L,L,L,2014-15ValenciaDeportivodeLaCoruña,2014-15,Valencia,DeportivodeLaCoruña,1.44,4.5,8.0,1.0780141843971631,1.204225352112676,2.791836734693878,1.136,6.311111111111111
2014-15,27,RayoVallecano,Granada,0.5522977389793258,0.21198748342677545,0.21905597432399068,L,L,L,L,L,L,LE,2014-15RayoVallecanoGranada,2014-15,RayoVallecano,Granada,2.0,3.3,4.0,1.2459016393442623,1.3340425531914892,1.8095238095238095,1.4242424242424245,2.848484848484849
2014-15,27,Eibar,Barcelona,0.1471891836081779,0.3155517589673461,0.6564776780968757,V,V,V,V,V,V,V,2014-15EibarBarcelona,2014-15,Eibar,Barcelona,19.0,8.5,1.14,5.7000000000000055,1.0695364238410596,1.04,16.876470588235293,1.0125882352941176
2014-15,27,Espanyol,AtléticodeMadrid,0.3353293391539676,0.25624770713101713,0.39786603893780925,V,E,VE,VE,VE,VE,VE,2014-15EspanyolAtléticodeMadrid,2014-15,Espanyol,AtléticodeMadrid,3.8,3.1,2.15,1.7020833333333334,1.369767441860465,1.2666666666666666,2.635483870967742,1.4911290322580644
2014-15,27,CeltadeVigo,AthleticClub,0.526399948720188,0.21736945609907143,0.23852049021242308,L,V,L,L,L,LE,LE,2014-15CeltadeVigoAthleticClub,2014-15,CeltadeVigo,AthleticClub,2.1,3.4,3.6,1.290566037735849,1.3183673469387756,1.734782608695652,1.5132352941176475,2.5941176470588236
2014-15,28,Barcelona,RealMadrid,0.5411887338636527,0.20885858922237718,0.23243244629849735,L,L,L,L,L,LE,LE,2014-15BarcelonaRealMadrid,2014-15,Barcelona,RealMadrid,1.67,4.5,4.5,1.204225352112676,1.204225352112676,2.2034722222222225,1.3174444444444444,3.5500000000000003
2014-15,28,RealSociedad,Córdoba,0.6089423590758329,0.1932329489028675,0.19000300284681879,L,L,L,L,L,L,L,2014-15RealSociedadCórdoba,2014-15,RealSociedad,Córdoba,1.62,3.75,6.0,1.1287128712871286,1.2723214285714284,2.297014925373134,1.2096,4.48
2014-15,28,Villarreal,Sevilla,0.5212565965852863,0.251879016605409,0.21442006119964013,L,V,L,L,L,LE,LE,2014-15VillarrealSevilla,2014-15,Villarreal,Sevilla,2.05,3.4,3.75,1.2723214285714284,1.3183673469387756,1.7704545454545453,1.4772058823529413,2.7022058823529416
2014-15,28,DeportivodeLaCoruña,Espanyol,0.4249345946092769,0.2874460174260794,0.2787257505897758,L,E,L,LE,LE,LE,LE,2014-15DeportivodeLaCoruñaEspanyol,2014-15,DeportivodeLaCoruña,Espanyol,2.6,3.25,2.8,1.4378378378378378,1.3423913043478262,1.496969696969697,1.84,1.9815384615384615
2014-15,28,Granada,Eibar,0.4028152584193022,0.2646185810552959,0.3235950782281115,L,E,L,LE,LE,LE,LE,2014-15GranadaEibar,2014-15,Granada,Eibar,1.95,3.25,4.33,1.2170118343195266,1.3423913043478262,1.8525000000000003,1.3800000000000001,3.0643076923076924
2014-15,28,Levante,CeltadeVigo,0.3779671912275372,0.2741544069857469,0.34258980721837207,L,V,LE,LE,LE,LE,LE,2014-15LevanteCeltadeVigo,2014-15,Levante,CeltadeVigo,3.3,3.3,2.25,1.6442307692307694,1.3340425531914892,1.3340425531914892,2.35,1.6022727272727275
2014-15,28,RayoVallecano,Málaga,0.4463903777480153,0.22048597514002446,0.31069604457332756,L,L,L,LE,LE,LE,LE,2014-15RayoVallecanoMálaga,2014-15,RayoVallecano,Málaga,2.5,3.4,2.8,1.4378378378378378,1.3183673469387756,1.532258064516129,1.8014705882352942,2.0176470588235293
2014-15,28,AtléticodeMadrid,Getafe,0.7535615681647343,0.202856125912182,0.09246223980298698,L,L,L,L,L,L,L,2014-15AtléticodeMadridGetafe,2014-15,AtléticodeMadrid,Getafe,1.33,5.0,10.0,1.0497237569060773,1.1728395061728396,3.325,1.0773,8.1
2014-15,28,Elche,Valencia,0.2287055300689775,0.2869549997524572,0.5294824011013921,V,V,V,V,V,VE,VE,2014-15ElcheValencia,2014-15,Elche,Valencia,3.8,3.4,2.0,1.8095238095238095,1.3183673469387756,1.2666666666666666,2.738235294117647,1.4411764705882355
2014-15,28,AthleticClub,Almería,0.4870540803427186,0.20467991426254506,0.28569931776074303,L,L,L,L,LE,LE,LE,2014-15AthleticClubAlmería,2014-15,AthleticClub,Almería,1.5,4.0,7.5,1.0877862595419847,1.2459016393442623,2.5909090909090904,1.1437499999999998,5.718750000000001
2014-15,29,Valencia,Villarreal,0.5867140103362721,0.23185357844143598,0.18281411848864362,L,E,L,L,L,L,LE,2014-15ValenciaVillarreal,2014-15,Valencia,Villarreal,2.05,3.5,3.6,1.290566037735849,1.303921568627451,1.7704545454545453,1.4935714285714288,2.6228571428571428
2014-15,29,CeltadeVigo,Barcelona,0.1791884227020987,0.30072593732817204,0.6036909056221428,V,V,V,V,V,V,V,2014-15CeltadeVigoBarcelona,2014-15,CeltadeVigo,Barcelona,7.5,5.0,1.4,2.9555555555555557,1.1728395061728396,1.0877862595419847,6.075,1.134
2014-15,29,Getafe,DeportivodeLaCoruña,0.4558808641034808,0.24186396346868752,0.28356970344791005,L,L,L,L,LE,LE,LE,2014-15GetafeDeportivodeLaCoruña,2014-15,Getafe,DeportivodeLaCoruña,2.25,3.1,3.6,1.290566037735849,1.369767441860465,1.6442307692307694,1.5604838709677422,2.496774193548387
2014-15,29,Espanyol,Elche,0.5720172354126742,0.2319264174113949,0.19051153888573547,L,E,L,L,L,L,LE,2014-15EspanyolElche,2014-15,Espanyol,Elche,1.67,3.6,5.75,1.1380208333333333,1.290566037735849,2.2034722222222225,1.2293055555555557,4.23263888888889
2014-15,29,RealMadrid,Granada,0.8802964549122657,0.1422729336461092,0.04655571045638869,L,L,L,L,L,L,L,2014-15RealMadridGranada,2014-15,RealMadrid,Granada,1.08,11.0,29.0,1.04,1.0398009950248757,7.892307692307694,1.04,26.495454545454542
2014-15,29,Córdoba,AtléticodeMadrid,0.2380706418236713,0.2670637244031218,0.5287898799221882,V,V,V,V,V,VE,VE,2014-15CórdobaAtléticodeMadrid,2014-15,Córdoba,AtléticodeMadrid,9.5,4.5,1.4,2.9555555555555557,1.204225352112676,1.0555555555555556,7.494444444444444,1.1044444444444443
2014-15,29,Almería,Levante,0.48433807552659225,0.24372329465284343,0.25495153729621084,L,V,L,L,LE,LE,LE,2014-15AlmeríaLevante,2014-15,Almería,Levante,2.1,3.25,3.75,1.2723214285714284,1.3423913043478262,1.734782608695652,1.4861538461538466,2.6538461538461546
2014-15,29,Sevilla,AthleticClub,0.6935787684145747,0.2110971785056389,0.12255020525597052,L,L,L,L,L,L,L,2014-15SevillaAthleticClub,2014-15,Sevilla,AthleticClub,1.75,3.75,4.75,1.1875,1.2723214285714284,2.078125,1.3066666666666666,3.546666666666667
2014-15,29,Eibar,RayoVallecano,0.49202971002425705,0.22860526096995243,0.2579147958982527,L,V,L,L,LE,LE,LE,2014-15EibarRayoVallecano,2014-15,Eibar,RayoVallecano,2.5,3.3,2.9,1.4128205128205131,1.3340425531914892,1.532258064516129,1.7803030303030305,2.0651515151515154
2014-15,29,Málaga,RealSociedad,0.5610312562086445,0.2542970866535793,0.18516327734117152,L,E,L,L,L,L,LE,2014-15MálagaRealSociedad,2014-15,Málaga,RealSociedad,1.95,3.4,4.2,1.2276923076923076,1.3183673469387756,1.8525000000000003,1.4051470588235295,3.026470588235295
2014-15,30,Villarreal,Espanyol,0.6263841672331253,0.2380188527288738,0.14982894881978986,L,V,L,L,L,L,L,2014-15VillarrealEspanyol,2014-15,Villarreal,Espanyol,1.55,3.6,7.0,1.0991735537190082,1.290566037735849,2.4541666666666666,1.1409722222222223,5.152777777777779
2014-15,30,Elche,Getafe,0.3861553086718312,0.27141723208705043,0.3321834575657083,L,V,LE,LE,LE,LE,LE,2014-15ElcheGetafe,2014-15,Elche,Getafe,2.3,3.1,3.25,1.3423913043478262,1.369767441860465,1.6185185185185187,1.5951612903225807,2.2540322580645165
2014-15,30,AthleticClub,Valencia,0.2648897560012159,0.26726362811883403,0.48789548741599387,V,E,V,V,VE,VE,VE,2014-15AthleticClubValencia,2014-15,AthleticClub,Valencia,2.4,3.4,2.8,1.4378378378378378,1.3183673469387756,1.5724137931034483,1.7294117647058822,2.0176470588235293
2014-15,30,RayoVallecano,RealMadrid,0.15911172499138337,0.3148635480257371,0.6353604972599457,V,V,V,V,V,V,V,2014-15RayoVallecanoRealMadrid,2014-15,RayoVallecano,RealMadrid,13.0,7.0,1.2,4.560000000000001,1.0991735537190082,1.0248962655601659,11.235714285714286,1.0371428571428571
2014-15,30,Granada,CeltadeVigo,0.38017493251712875,0.2811591775560375,0.3310177560989016,L,E,LE,LE,LE,LE,LE,2014-15GranadaCeltadeVigo,2014-15,Granada,CeltadeVigo,3.5,3.0,2.3,1.6185185185185187,1.3902439024390245,1.303921568627451,2.3916666666666666,1.5716666666666663
2014-15,30,DeportivodeLaCoruña,Córdoba,0.5321398968583163,0.22002003628006075,0.23353328428641437,L,E,L,L,L,LE,LE,2014-15DeportivodeLaCoruñaCórdoba,2014-15,DeportivodeLaCoruña,Córdoba,1.75,3.4,5.5,1.1483516483516483,1.3183673469387756,2.078125,1.2610294117647058,3.9632352941176476
2014-15,30,Eibar,Málaga,0.3988562479099961,0.23433929069101572,0.34755507415669673,L,L,LE,LE,LE,LE,LE,2014-15EibarMálaga,2014-15,Eibar,Málaga,3.25,3.1,2.38,1.5811188811188812,1.369767441860465,1.3423913043478262,2.2540322580645165,1.6506451612903226
2014-15,30,Levante,Sevilla,0.2513503947714653,0.30741848880359,0.47162794698780347,V,V,V,V,VE,VE,VE,2014-15LevanteSevilla,2014-15,Levante,Sevilla,4.5,3.6,1.83,1.9755681818181814,1.290566037735849,1.204225352112676,3.312500000000001,1.3470833333333334
