Temporada_x,Jornada,Equipo Local,Equipo Visitante,Local,Empate,Visitante,Pronóstico,Real,40%,45%,50%,55%,60%,Label,Temporada_y,HomeTeam,AwayTeam,B365H,B365D,B365A,B365HD,B365HA,B365DA,HnoD,AnoD
2013-14,12,Almería,Valladolid,0.3674535997775255,0.23699855617471213,0.38543758964752406,V,L,VE,VE,VE,VE,VE,2013-14AlmeríaValladolid,2013-14,Almería,Valladolid,2.15,3.3,3.4,1.3183673469387756,1.3340425531914892,1.7020833333333334,1.531060606060606,2.4212121212121214
2013-14,12,RealSociedad,Osasuna,0.5657300379250491,0.22607533194522988,0.1975426122715058,L,L,L,L,L,L,LE,2013-14RealSociedadOsasuna,2013-14,RealSociedad,Osasuna,1.57,4.0,5.75,1.1380208333333333,1.2459016393442623,2.4056451612903222,1.197125,4.384375
2013-14,12,Barcelona,Espanyol,0.9008074457208909,0.14894461126770472,0.03736762178896068,L,L,L,L,L,L,L,2013-14BarcelonaEspanyol,2013-14,Barcelona,Espanyol,1.09,10.0,26.0,1.04,1.0497237569060773,7.396428571428564,1.04,23.53
2013-14,13,Betis,Barcelona,0.11951628073629114,0.31051401508505394,0.7136924434733322,V,V,V,V,V,V,V,2013-14BetisBarcelona,2013-14,Betis,Barcelona,11.0,6.0,1.25,3.9583333333333335,1.1287128712871286,1.0398009950248757,9.258333333333333,1.0520833333333335
2013-14,13,Villarreal,AtléticodeMadrid,0.3300040505258874,0.20947404591803606,0.449477949202436,V,E,V,VE,VE,VE,VE,2013-14VillarrealAtléticodeMadrid,2013-14,Villarreal,AtléticodeMadrid,3.4,3.4,2.1,1.734782608695652,1.3183673469387756,1.3183673469387756,2.45,1.5132352941176475
2013-14,13,Valencia,Valladolid,0.4946809767735794,0.23406370546433078,0.2532363966416821,L,E,L,L,LE,LE,LE,2013-14ValenciaValladolid,2013-14,Valencia,Valladolid,1.53,4.0,6.0,1.1287128712871286,1.2459016393442623,2.5060344827586207,1.166625,4.574999999999999
2013-14,13,Espanyol,Sevilla,0.4695264715774918,0.30879264211192825,0.21965378166956612,L,V,L,L,LE,LE,LE,2013-14EspanyolSevilla,2013-14,Espanyol,Sevilla,2.38,3.25,3.0,1.3902439024390245,1.3423913043478262,1.5811188811188812,1.6843076923076923,2.123076923076923
2013-14,13,CeltadeVigo,RayoVallecano,0.6076779630243766,0.20778715990005328,0.17938377681952525,L,V,L,L,L,L,L,2013-14CeltadeVigoRayoVallecano,2013-14,CeltadeVigo,RayoVallecano,1.91,3.5,4.0,1.2459016393442623,1.303921568627451,1.890104166666667,1.3915714285714285,2.9142857142857146
2013-14,13,AthleticClub,Levante,0.6319542526718063,0.1903930348764194,0.17441079934616782,L,L,L,L,L,L,L,2013-14AthleticClubLevante,2013-14,AthleticClub,Levante,1.5,4.1,6.5,1.1126126126126126,1.2365079365079366,2.5909090909090904,1.1524390243902438,4.9939024390243905
2013-14,13,Getafe,Elche,0.5497282354631218,0.22478413489070792,0.21507840595123756,L,E,L,L,L,LE,LE,2013-14GetafeElche,2013-14,Getafe,Elche,2.05,3.25,3.75,1.2723214285714284,1.3423913043478262,1.7704545454545453,1.4507692307692308,2.6538461538461546
2013-14,13,RealMadrid,RealSociedad,0.7821753701661052,0.18540341448331965,0.08583138842418071,L,L,L,L,L,L,L,2013-14RealMadridRealSociedad,2013-14,RealMadrid,RealSociedad,1.14,8.0,17.0,1.0062305295950156,1.0780141843971631,5.7000000000000055,1.0046249999999999,14.981250000000001
2013-14,13,Granada,Málaga,0.40857943651100037,0.23707546856056466,0.3374474129263264,L,L,L,LE,LE,LE,LE,2013-14GranadaMálaga,2013-14,Granada,Málaga,2.3,3.2,3.2,1.3511111111111112,1.3511111111111112,1.6185185185185187,1.6171874999999998,2.25
2013-14,13,Osasuna,Almería,0.45435735496513124,0.25748814476117526,0.2700625237824999,L,V,L,L,LE,LE,LE,2013-14OsasunaAlmería,2013-14,Osasuna,Almería,2.05,3.4,3.5,1.303921568627451,1.3183673469387756,1.7704545454545453,1.4772058823529413,2.5220588235294117
2013-14,14,Sevilla,Betis,0.6094305137144228,0.21950609120992134,0.17078947534447997,L,L,L,L,L,L,L,2013-14SevillaBetis,2013-14,Sevilla,Betis,1.67,3.75,5.0,1.1728395061728396,1.2723214285714284,2.2034722222222225,1.2469333333333334,3.733333333333334
2013-14,14,Elche,Valencia,0.4701885231658232,0.24392889652361585,0.2704788568910828,L,L,L,L,LE,LE,LE,2013-14ElcheValencia,2013-14,Elche,Valencia,2.75,3.3,2.5,1.532258064516129,1.3340425531914892,1.4513888888888888,1.9583333333333337,1.7803030303030305
2013-14,14,RayoVallecano,Espanyol,0.41298670743835847,0.25660432655538845,0.3184382677654153,L,V,L,LE,LE,LE,LE,2013-14RayoVallecanoEspanyol,2013-14,RayoVallecano,Espanyol,2.4,3.3,2.88,1.417616580310881,1.3340425531914892,1.5724137931034483,1.7090909090909092,2.050909090909091
2013-14,14,Levante,Villarreal,0.37422507560762946,0.22811520911437777,0.38318364005794775,V,V,VE,VE,VE,VE,VE,2013-14LevanteVillarreal,2013-14,Levante,Villarreal,3.5,3.3,2.1,1.734782608695652,1.3340425531914892,1.303921568627451,2.4924242424242427,1.4954545454545458
2013-14,14,Málaga,AthleticClub,0.4347622726446219,0.24727968251561416,0.29440839051223605,L,V,L,LE,LE,LE,LE,2013-14MálagaAthleticClub,2013-14,Málaga,AthleticClub,2.6,3.25,2.7,1.4657142857142857,1.3423913043478262,1.496969696969697,1.84,1.9107692307692312
2013-14,14,Almería,RealMadrid,0.21928501460460553,0.2627982519438598,0.5655052508816347,V,V,V,V,V,V,VE,2013-14AlmeríaRealMadrid,2013-14,Almería,RealMadrid,9.5,5.5,1.29,3.604411764705882,1.1483516483516483,1.0555555555555556,7.8590909090909085,1.0671818181818182
2013-14,14,RealSociedad,CeltadeVigo,0.5469424713579083,0.2220366230425483,0.21890533362291692,L,L,L,L,L,LE,LE,2013-14RealSociedadCeltadeVigo,2013-14,RealSociedad,CeltadeVigo,1.67,3.6,5.25,1.1598837209302326,1.290566037735849,2.2034722222222225,1.2293055555555557,3.8645833333333335
2013-14,14,Barcelona,Granada,0.8885200936235719,0.13748095906641544,0.04692266450284709,L,L,L,L,L,L,L,2013-14BarcelonaGranada,2013-14,Barcelona,Granada,1.13,8.5,17.0,1.0062305295950156,1.0695364238410596,5.963888888888889,1.0037058823529412,15.100000000000003
2013-14,14,Valladolid,Osasuna,0.5487887862836619,0.21157536652105774,0.22357958605850076,L,V,L,L,L,LE,LE,2013-14ValladolidOsasuna,2013-14,Valladolid,Osasuna,2.0,3.4,3.75,1.2723214285714284,1.3183673469387756,1.8095238095238095,1.4411764705882355,2.7022058823529416
2013-14,14,AtléticodeMadrid,Getafe,0.8279213277321624,0.1733776305349781,0.06648695164773855,L,L,L,L,L,L,L,2013-14AtléticodeMadridGetafe,2013-14,AtléticodeMadrid,Getafe,1.22,5.75,13.0,1.0248962655601659,1.1380208333333333,4.292592592592592,1.0184347826086955,10.85217391304348
2013-14,15,AthleticClub,Barcelona,0.2003834372845828,0.2818843031213675,0.5760954328514686,V,L,V,V,V,V,VE,2013-14AthleticClubBarcelona,2013-14,AthleticClub,Barcelona,5.0,4.2,1.6,2.3384615384615386,1.2276923076923076,1.1728395061728396,3.8690476190476186,1.2380952380952381
2013-14,15,Valencia,Osasuna,0.595403296710062,0.20837329821611542,0.18936909437631672,L,L,L,L,L,L,LE,2013-14ValenciaOsasuna,2013-14,Valencia,Osasuna,1.4,4.5,8.0,1.0780141843971631,1.204225352112676,2.9555555555555557,1.1044444444444443,6.311111111111111
2013-14,15,Granada,Sevilla,0.4080236857054985,0.28579538531226695,0.2962709824182975,L,V,L,LE,LE,LE,LE,2013-14GranadaSevilla,2013-14,Granada,Sevilla,2.8,3.25,2.5,1.532258064516129,1.3423913043478262,1.4378378378378378,1.9815384615384615,1.7692307692307694
2013-14,15,Betis,RayoVallecano,0.5397226499974843,0.22372165841700287,0.21894931049771327,L,E,L,L,L,LE,LE,2013-14BetisRayoVallecano,2013-14,Betis,RayoVallecano,1.91,3.4,4.0,1.2459016393442623,1.3183673469387756,1.890104166666667,1.3763235294117644,2.882352941176471
2013-14,15,Espanyol,RealSociedad,0.47535799894693304,0.27236039537502393,0.24010330976156297,L,V,L,L,LE,LE,LE,2013-14EspanyolRealSociedad,2013-14,Espanyol,RealSociedad,2.2,3.4,3.2,1.3511111111111112,1.3183673469387756,1.6720000000000002,1.585294117647059,2.3058823529411767
2013-14,15,RealMadrid,Valladolid,0.8222750307315128,0.16702317624907237,0.07153375721750174,L,L,L,L,L,L,L,2013-14RealMadridValladolid,2013-14,RealMadrid,Valladolid,1.13,8.5,17.0,1.0062305295950156,1.0695364238410596,5.963888888888889,1.0037058823529412,15.100000000000003
2013-14,15,CeltadeVigo,Almería,0.3918332157352559,0.24406066683915936,0.3458851516294671,L,L,LE,LE,LE,LE,LE,2013-14CeltadeVigoAlmería,2013-14,CeltadeVigo,Almería,1.91,3.4,4.0,1.2459016393442623,1.3183673469387756,1.890104166666667,1.3763235294117644,2.882352941176471
2013-14,15,Elche,AtléticodeMadrid,0.20312577670363696,0.26344398380753425,0.5872600713421157,V,V,V,V,V,V,VE,2013-14ElcheAtléticodeMadrid,2013-14,Elche,AtléticodeMadrid,7.0,4.0,1.5,2.5909090909090904,1.2459016393442623,1.0991735537190082,5.3375,1.1437499999999998
2013-14,15,Villarreal,Málaga,0.6752250957439123,0.20891651269972059,0.13732750122558574,L,E,L,L,L,L,L,2013-14VillarrealMálaga,2013-14,Villarreal,Málaga,1.44,4.33,7.0,1.0991735537190082,1.2170118343195266,2.791836734693878,1.1240646651270207,5.464203233256351
2013-14,15,Getafe,Levante,0.579550046293005,0.1983995433061183,0.2088458417814444,L,L,L,L,L,L,LE,2013-14GetafeLevante,2013-14,Getafe,Levante,1.83,3.4,4.5,1.204225352112676,1.3183673469387756,1.9755681818181814,1.3186764705882354,3.24264705882353
2013-14,16,AtléticodeMadrid,Valencia,0.9053700715417571,0.14331906223957713,0.03573223803728387,L,L,L,L,L,L,L,2013-14AtléticodeMadridValencia,2013-14,AtléticodeMadrid,Valencia,1.33,4.75,10.0,1.0497237569060773,1.1875,3.325,1.0639999999999998,8.0
2013-14,16,Sevilla,AthleticClub,0.5119036289238674,0.2128981662932302,0.25091601574415245,L,E,L,L,L,LE,LE,2013-14SevillaAthleticClub,2013-14,Sevilla,AthleticClub,1.95,3.5,3.75,1.2723214285714284,1.303921568627451,1.8525000000000003,1.4207142857142856,2.732142857142857
2013-14,16,RealSociedad,Betis,0.7554491638712645,0.1790053473008175,0.09864080605875941,L,L,L,L,L,L,L,2013-14RealSociedadBetis,2013-14,RealSociedad,Betis,1.73,3.6,4.75,1.1875,1.290566037735849,2.107051282051282,1.2734722222222223,3.496527777777778
2013-14,16,Almería,Espanyol,0.3362363673146163,0.27433025790990406,0.3966439804059125,V,E,VE,VE,VE,VE,VE,2013-14AlmeríaEspanyol,2013-14,Almería,Espanyol,2.7,3.2,2.63,1.4872023809523813,1.3511111111111112,1.4657142857142857,1.8984375,1.84921875
2013-14,16,Valladolid,CeltadeVigo,0.3363317475901685,0.28897012807273675,0.3771033463120338,V,L,VE,VE,VE,VE,VE,2013-14ValladolidCeltadeVigo,2013-14,Valladolid,CeltadeVigo,2.38,3.25,3.0,1.3902439024390245,1.3423913043478262,1.5811188811188812,1.6843076923076923,2.123076923076923
2013-14,16,Barcelona,Villarreal,0.7749809919911127,0.16536715785349482,0.09853739594130019,L,L,L,L,L,L,L,2013-14BarcelonaVillarreal,2013-14,Barcelona,Villarreal,1.29,5.5,11.0,1.0398009950248757,1.1483516483516483,3.604411764705882,1.0671818181818182,9.1
2013-14,16,RayoVallecano,Granada,0.43216168966088736,0.2081860738367081,0.34309905856209144,L,V,L,LE,LE,LE,LE,2013-14RayoVallecanoGranada,2013-14,RayoVallecano,Granada,2.05,3.3,3.6,1.290566037735849,1.3340425531914892,1.7704545454545453,1.4598484848484852,2.5636363636363635
2013-14,16,Osasuna,RealMadrid,0.13892069622454867,0.31817779729038465,0.6669810033988656,V,E,V,V,V,V,V,2013-14OsasunaRealMadrid,2013-14,Osasuna,RealMadrid,11.0,6.5,1.22,4.292592592592592,1.1126126126126126,1.0398009950248757,9.392307692307693,1.0416923076923077
2013-14,16,Levante,Elche,0.44801984834450437,0.2481021582179147,0.2876986628427081,L,L,L,LE,LE,LE,LE,2013-14LevanteElche,2013-14,Levante,Elche,2.3,3.1,3.25,1.3423913043478262,1.369767441860465,1.6185185185185187,1.5951612903225807,2.2540322580645165
2013-14,16,Málaga,Getafe,0.48741425573899483,0.21829494369170216,0.27090528658632573,L,L,L,L,LE,LE,LE,2013-14MálagaGetafe,2013-14,Málaga,Getafe,2.0,3.4,3.75,1.2723214285714284,1.3183673469387756,1.8095238095238095,1.4411764705882355,2.7022058823529416
2013-14,17,CeltadeVigo,Osasuna,0.5003512585860889,0.2183963671924325,0.26052286496416355,L,E,L,L,L,LE,LE,2013-14CeltadeVigoOsasuna,2013-14,CeltadeVigo,Osasuna,1.8,3.5,4.5,1.204225352112676,1.303921568627451,2.011764705882353,1.3114285714285714,3.278571428571429
2013-14,17,AthleticClub,RayoVallecano,0.7171937116377793,0.20516521063408358,0.11047007231479716,L,L,L,L,L,L,L,2013-14AthleticClubRayoVallecano,2013-14,AthleticClub,RayoVallecano,1.44,4.33,7.0,1.0991735537190082,1.2170118343195266,2.791836734693878,1.1240646651270207,5.464203233256351
2013-14,17,Getafe,Barcelona,0.17417734854320535,0.2877074215974931,0.6170066057957149,V,V,V,V,V,V,V,2013-14GetafeBarcelona,2013-14,Getafe,Barcelona,7.0,4.75,1.4,2.9555555555555557,1.1875,1.0991735537190082,5.6,1.1199999999999999
2013-14,17,Espanyol,Valladolid,0.472876753978058,0.253068514385304,0.25821061543390933,L,L,L,L,LE,LE,LE,2013-14EspanyolValladolid,2013-14,Espanyol,Valladolid,1.8,3.4,4.75,1.1875,1.3183673469387756,2.011764705882353,1.2970588235294118,3.422794117647059
2013-14,17,Valencia,RealMadrid,0.2253227946526598,0.2743982533380202,0.5372322583654314,V,V,V,V,V,VE,VE,2013-14ValenciaRealMadrid,2013-14,Valencia,RealMadrid,5.5,4.0,1.57,2.4056451612903222,1.2459016393442623,1.1483516483516483,4.1937500000000005,1.197125
2013-14,17,AtléticodeMadrid,Levante,0.9112178331162805,0.1257818086696881,0.03701858642077989,L,L,L,L,L,L,L,2013-14AtléticodeMadridLevante,2013-14,AtléticodeMadrid,Levante,1.14,7.5,17.0,1.0062305295950156,1.0877862595419847,5.7000000000000055,1.04,14.846666666666668
2013-14,17,Betis,Almería,0.4516660077162722,0.2517424504453609,0.27521695282466935,L,V,L,L,LE,LE,LE,2013-14BetisAlmería,2013-14,Betis,Almería,1.73,3.75,4.5,1.204225352112676,1.2723214285714284,2.107051282051282,1.2917333333333334,3.3600000000000008
2013-14,17,Villarreal,Sevilla,0.5427747053827163,0.25261269509724027,0.19966328901050426,L,V,L,L,L,LE,LE,2013-14VillarrealSevilla,2013-14,Villarreal,Sevilla,1.85,3.6,4.0,1.2459016393442623,1.290566037735849,1.9527777777777777,1.3618055555555557,2.9444444444444446
2013-14,17,Elche,Málaga,0.4347776040391271,0.266358715450264,0.2850384050786321,L,V,L,LE,LE,LE,LE,2013-14ElcheMálaga,2013-14,Elche,Málaga,2.3,3.2,3.2,1.3511111111111112,1.3511111111111112,1.6185185185185187,1.6171874999999998,2.25
2013-14,17,Granada,RealSociedad,0.4254089419096814,0.23894819682462376,0.3142243822038579,L,V,L,LE,LE,LE,LE,2013-14GranadaRealSociedad,2013-14,Granada,RealSociedad,2.4,3.3,2.88,1.417616580310881,1.3340425531914892,1.5724137931034483,1.7090909090909092,2.050909090909091
2013-14,18,RayoVallecano,Villarreal,0.24315234212521128,0.2759454704487834,0.5253164476486716,V,V,V,V,V,VE,VE,2013-14RayoVallecanoVillarreal,2013-14,RayoVallecano,Villarreal,3.3,3.4,2.15,1.7020833333333334,1.3183673469387756,1.3340425531914892,2.3779411764705882,1.549264705882353
2013-14,18,RealMadrid,CeltadeVigo,0.8113284956260634,0.17781437075484638,0.07367358633992252,L,L,L,L,L,L,L,2013-14RealMadridCeltadeVigo,2013-14,RealMadrid,CeltadeVigo,1.1,9.0,21.0,1.04,1.0621118012422361,6.966666666666668,1.04,18.78333333333333
2013-14,18,RealSociedad,AthleticClub,0.6202988296434424,0.18789139648049746,0.18117972387098594,L,L,L,L,L,L,L,2013-14RealSociedadAthleticClub,2013-14,RealSociedad,AthleticClub,2.15,3.4,3.3,1.3340425531914892,1.3183673469387756,1.7020833333333334,1.549264705882353,2.3779411764705882
2013-14,18,Osasuna,Espanyol,0.3914220561656481,0.27557767183673,0.32551120147207824,L,L,LE,LE,LE,LE,LE,2013-14OsasunaEspanyol,2013-14,Osasuna,Espanyol,2.4,3.2,3.0,1.3902439024390245,1.3511111111111112,1.5724137931034483,1.6875,2.109375
2013-14,18,Barcelona,Elche,0.8617365267073688,0.16763682052344192,0.051548922962245655,L,L,L,L,L,L,L,2013-14BarcelonaElche,2013-14,Barcelona,Elche,1.07,11.0,26.0,1.04,1.0398009950248757,8.470833333333333,1.04,23.754545454545454
2013-14,18,Sevilla,Getafe,0.6321821033953771,0.18766105643143333,0.17849191170794548,L,L,L,L,L,L,L,2013-14SevillaGetafe,2013-14,Sevilla,Getafe,1.53,4.2,5.75,1.1380208333333333,1.2276923076923076,2.5060344827586207,1.1839285714285714,4.449404761904763
2013-14,18,Valencia,Levante,0.5897640767967147,0.19959372224606897,0.20139989567606942,L,L,L,L,L,L,LE,2013-14ValenciaLevante,2013-14,Valencia,Levante,1.44,4.2,7.5,1.0877862595419847,1.2276923076923076,2.791836734693878,1.114285714285714,5.803571428571429
2013-14,18,Valladolid,Betis,0.6363453655996878,0.22020803091718327,0.1520746065347964,L,E,L,L,L,L,L,2013-14ValladolidBetis,2013-14,Valladolid,Betis,2.38,3.25,3.0,1.3902439024390245,1.3423913043478262,1.5811188811188812,1.6843076923076923,2.123076923076923
2013-14,18,Málaga,AtléticodeMadrid,0.19327953393374778,0.23898840038600747,0.624087246488356,V,V,V,V,V,V,V,2013-14MálagaAtléticodeMadrid,2013-14,Málaga,AtléticodeMadrid,6.0,4.1,1.53,2.5060344827586207,1.2365079365079366,1.1287128712871286,4.609756097560975,1.1754878048780488
2013-14,18,Almería,Granada,0.4069468699241921,0.21053454668010393,0.36946706336447216,L,L,L,LE,LE,LE,LE,2013-14AlmeríaGranada,2013-14,Almería,Granada,2.4,3.2,3.0,1.3902439024390245,1.3511111111111112,1.5724137931034483,1.6875,2.109375
2013-14,19,Betis,Osasuna,0.47307013772938566,0.24051004613655244,0.26479825414962127,L,V,L,L,LE,LE,LE,2013-14BetisOsasuna,2013-14,Betis,Osasuna,1.8,3.5,4.5,1.204225352112676,1.303921568627451,2.011764705882353,1.3114285714285714,3.278571428571429
2013-14,19,Levante,Málaga,0.4471077485143841,0.25180079568437724,0.28204217904854023,L,L,L,LE,LE,LE,LE,2013-14LevanteMálaga,2013-14,Levante,Málaga,2.5,3.2,2.88,1.417616580310881,1.3511111111111112,1.532258064516129,1.7578125,2.025
2013-14,19,Espanyol,RealMadrid,0.18644242522436966,0.2941541325849815,0.5891054220898669,V,V,V,V,V,V,VE,2013-14EspanyolRealMadrid,2013-14,Espanyol,RealMadrid,7.5,5.5,1.33,3.325,1.1483516483516483,1.0877862595419847,6.204545454545455,1.100272727272727
2013-14,19,Getafe,RayoVallecano,0.5932099546795349,0.20628685139880965,0.18970696616700367,L,V,L,L,L,L,LE,2013-14GetafeRayoVallecano,2013-14,Getafe,RayoVallecano,2.0,3.4,3.75,1.2723214285714284,1.3183673469387756,1.8095238095238095,1.4411764705882355,2.7022058823529416
2013-14,19,Villarreal,RealSociedad,0.5239982426335794,0.2326461858426268,0.22632168390197543,L,L,L,L,L,LE,LE,2013-14VillarrealRealSociedad,2013-14,Villarreal,RealSociedad,1.91,3.5,4.0,1.2459016393442623,1.303921568627451,1.890104166666667,1.3915714285714285,2.9142857142857146
2013-14,19,AtléticodeMadrid,Barcelona,0.5794591827120511,0.1971005868390698,0.2116364320076999,L,E,L,L,L,L,LE,2013-14AtléticodeMadridBarcelona,2013-14,AtléticodeMadrid,Barcelona,3.1,3.5,2.2,1.6720000000000002,1.303921568627451,1.369767441860465,2.2585714285714285,1.602857142857143
2013-14,19,CeltadeVigo,Valencia,0.45014131401245105,0.25881320714207084,0.2763726540028718,L,L,L,L,LE,LE,LE,2013-14CeltadeVigoValencia,2013-14,CeltadeVigo,Valencia,3.1,3.3,2.3,1.6185185185185187,1.3340425531914892,1.369767441860465,2.2075757575757575,1.637878787878788
2013-14,19,AthleticClub,Almería,0.623194598087055,0.2311805643359695,0.15581649934660668,L,L,L,L,L,L,L,2013-14AthleticClubAlmería,2013-14,AthleticClub,Almería,1.4,4.5,7.5,1.0877862595419847,1.204225352112676,2.9555555555555557,1.1044444444444443,5.916666666666667
2013-14,19,Granada,Valladolid,0.44075666139203185,0.23352239076357453,0.3022458828500308,L,L,L,LE,LE,LE,LE,2013-14GranadaValladolid,2013-14,Granada,Valladolid,2.0,3.3,3.8,1.2666666666666666,1.3340425531914892,1.8095238095238095,1.4242424242424245,2.706060606060606
2013-14,19,Elche,Sevilla,0.32213106947890735,0.30769452086151,0.37242548986252433,V,E,VE,VE,VE,VE,VE,2013-14ElcheSevilla,2013-14,Elche,Sevilla,3.3,3.4,2.15,1.7020833333333334,1.3183673469387756,1.3340425531914892,2.3779411764705882,1.549264705882353
2013-14,20,AthleticClub,Valladolid,0.6292786697524866,0.2426553194508666,0.14627733748385074,L,L,L,L,L,L,L,2013-14AthleticClubValladolid,2013-14,AthleticClub,Valladolid,1.36,4.75,8.5,1.0695364238410596,1.1875,3.1512195121951216,1.0880000000000003,6.800000000000001
2013-14,20,AtléticodeMadrid,Sevilla,0.8396355440057572,0.18044346470120057,0.057480524706169,L,E,L,L,L,L,L,2013-14AtléticodeMadridSevilla,2013-14,AtléticodeMadrid,Sevilla,1.36,4.75,8.5,1.0695364238410596,1.1875,3.1512195121951216,1.0880000000000003,6.800000000000001
2013-14,20,Levante,Barcelona,0.12403688301061662,0.3060963796156728,0.708428093647167,V,E,V,V,V,V,V,2013-14LevanteBarcelona,2013-14,Levante,Barcelona,15.0,7.0,1.17,5.05227272727273,1.0991735537190082,1.0142348754448398,12.964285714285715,1.0112142857142854
