Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
1,09/09/2000,1,Barcelona,Málaga,2-1,2,1,0,L,0,Mejuto González,1,2,0,0,"[""29'"", ""35'""]","['Rivaldo ', 'Rivaldo ']","[""75'""]",['Darío Silva '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,09/09/2000,1,DeportivodeLaCoruña,AthleticClub,2-0,2,0,1,L,0,Andradas Asurmendi,2,1,0,0,"[""53'"", ""89'""]","['Víctor ', 'Pandiani ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,09/09/2000,1,RealSociedad,RacingdeSantander,2-2,2,2,1,E,1,Prados García,3,1,0,0,"[""50'"", ""77'""]","['Idiakez ', 'Jankauskas ']","[""88'"", ""89'""]","['Beschastnykh ', 'Morán ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,09/09/2000,1,RealMadrid,Valencia,2-1,2,1,0,L,1,Daudén Ibáñez,4,6,0,0,"[""77'"", ""85'""]","['Raúl ', 'Figo ']","[""75'""]",['Mendieta '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,09/09/2000,1,Zaragoza,Espanyol,1-2,1,2,0,V,1,Turienzo Álvarez,3,4,1,0,"[""66'""]",['Acuña '],"[""87'"", ""89'""]","['Gâlcă ', 'Serrano ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10/09/2000,1,LasPalmas,Alavés,0-3,0,3,0,V,0,Puentes Leira,1,2,0,0,[],[],"[""1'"", ""60'"", ""65'""]","['Geli ', 'Javi Moreno ', 'Javi Moreno ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10/09/2000,1,Mallorca,Valladolid,1-1,1,1,0,E,0,Pérez Lasa,2,6,0,0,"[""3'""]",['Ibagaza '],"[""71'""]",['Turiel '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10/09/2000,1,Numancia,Oviedo,1-0,1,0,0,L,0,Undiano Mallenco,1,4,0,0,"[""86'""]",['Delgado '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10/09/2000,1,Osasuna,CeltadeVigo,0-2,0,2,0,V,0,Muñiz Fernández,1,2,0,0,[],[],"[""80'"", ""84'""]","['Catanha ', 'Manolo Sánchez ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10/09/2000,1,Villarreal,RayoVallecano,1-5,1,5,0,V,1,Pérez Burrull,2,4,0,0,"[""47'""]",['Víctor '],"[""23'"", ""28'"", ""44'"", ""56'"", ""87'""]","['Luis Cembranos ', 'Quevedo ', 'Bolo ', 'Luis Cembranos ', 'Hélder ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17/09/2000,2,Oviedo,LasPalmas,2-2,2,2,0,E,1,Medina Cantalejo,3,4,0,0,"[""61'"", ""89'""]","['Losada ', 'Danjou ']","[""38'"", ""70'""]","['Jarni ', 'Pablo Lago ']",0,0,20,15,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
1,17/09/2000,2,RayoVallecano,Zaragoza,0-0,0,0,0,E,0,Iturralde González,2,1,0,0,[],[],[],[],3,0,8,16,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0
1,17/09/2000,2,Espanyol,Osasuna,1-2,1,2,0,V,0,Losantos Omar,1,1,0,0,"[""86'""]",['Manel '],"[""56'"", ""89'""]","['Propia Puerta', 'Iván Rosado ']",3,0,6,14,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
1,17/09/2000,2,Alavés,Villarreal,0-1,0,1,0,V,0,Megía Dávila,1,2,0,1,[],[],"[""68'""]",['Víctor '],3,0,5,13,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1,17/09/2000,2,CeltadeVigo,RealSociedad,4-1,4,1,0,L,1,Esquinas Torres,0,1,0,0,"[""32'"", ""35'"", ""37'"", ""84'""]","['Gustavo López ', 'Catanha ', 'Mostovoi ', 'Jesuli ']","[""81'""]",['De Pedro '],3,1,4,12,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1,16/09/2000,2,RacingdeSantander,DeportivodeLaCoruña,0-3,0,3,0,V,0,Ramírez Domínguez,3,2,1,0,[],[],"[""34'"", ""58'"", ""83'""]","['Valerón ', 'Manuel Pablo ', 'Fran ']",1,3,9,2,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1,16/09/2000,2,Valencia,Mallorca,4-0,4,0,1,L,0,Llonch Andreu,1,4,0,0,"[""31'"", ""49'"", ""60'"", ""68'""]","['Mendieta ', 'Mendieta ', 'Vicente ', 'Juan Sánchez ']",[],[],0,1,17,11,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
1,16/09/2000,2,Málaga,RealMadrid,3-3,3,3,0,E,0,Fernández Marín,6,2,0,0,"[""33'"", ""47'"", ""57'""]","['Dely Valdés ', 'Agostinho ', 'Movilla ']","[""17'"", ""59'"", ""81'""]","['Raúl ', 'Celades ', 'Guti ']",0,3,18,3,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
1,16/09/2000,2,AthleticClub,Barcelona,3-1,3,1,2,L,0,Daudén Ibáñez,5,3,0,1,"[""42'"", ""65'"", ""92'""]","['Larrazabal ', 'Larrazabal ', 'Yeste ']","[""24'""]",['Kluivert '],0,3,19,1,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0
1,16/09/2000,2,Valladolid,Numancia,2-0,2,0,0,L,0,García Aranda,2,0,0,0,"[""13'"", ""88'""]","['Kaviedes ', 'Kaviedes ']",[],[],1,3,10,7,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
1,24/09/2000,3,Mallorca,Málaga,0-1,0,1,0,V,0,Turienzo Álvarez,0,1,0,0,[],[],"[""52'""]",['Dely Valdés '],1,1,16,15,,,0.333,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,7.0,1.0
1,24/09/2000,3,Villarreal,Oviedo,1-0,1,0,0,L,0,Puentes Leira,3,2,0,0,"[""13'""]",['Arruabarrena '],[],[],3,1,11,20,,,0.0,0.0,1.0,0.0,5.0,1.0,2.0,3.5,0.5,0.0,3.0,0.0
1,24/09/2000,3,Osasuna,RayoVallecano,2-2,2,2,0,E,1,Bueno Grimal,5,5,0,0,"[""11'"", ""77'""]","['Sabino ', 'Armentano ']","[""34'"", ""59'""]","['Quevedo ', 'Bolo ']",3,4,12,4,,,0.0,1.0,0.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1,24/09/2000,3,Numancia,Valencia,0-3,0,3,0,V,0,Andradas Asurmendi,3,4,0,0,[],[],"[""75'"", ""83'"", ""85'""]","['Juan Sánchez ', 'Juan Sánchez ', 'Vicente ']",3,3,9,13,,,1.0,0.0,1.0,1.0,0.0,2.0,0.5,3.5,0.0,0.0,3.0,0.0
1,24/09/2000,3,CeltadeVigo,Espanyol,1-0,1,0,0,L,0,Rodríguez Santiago,2,2,0,1,"[""18'""]",['Catanha '],[],[],6,3,1,8,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0
1,23/09/2000,3,LasPalmas,Valladolid,1-1,1,1,0,E,0,Prados García,3,2,0,0,"[""51'""]",['Eloy Jiménez '],"[""44'""]",['Pachón '],1,4,17,5,,,0.0,0.333,0.0,1.0,3.0,1.0,2.5,4.0,0.0,0.0,4.0,0.0
1,23/09/2000,3,RealMadrid,AthleticClub,4-1,4,1,0,L,0,Carmona Méndez,1,1,0,0,"[""17'"", ""35'"", ""47'"", ""64'""]","['Guti ', 'Roberto Carlos ', 'Guti ', 'Munitis ']","[""89'""]",['Ezquerro '],4,3,3,10,,,1.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1,23/09/2000,3,RealSociedad,DeportivodeLaCoruña,1-1,1,1,0,E,0,López Nieto,4,4,0,1,"[""5'""]",['Jankauskas '],"[""57'""]",['Pandiani '],1,6,18,2,,,0.333,1.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1,23/09/2000,3,Barcelona,RacingdeSantander,3-1,3,1,0,L,0,Undiano Mallenco,5,3,0,0,"[""32'"", ""57'"", ""89'""]","['Kluivert ', 'Kluivert ', 'Overmars ']","[""62'""]",['Espina '],3,1,6,19,,,1.0,0.333,2.0,2.0,1.0,2.0,2.0,2.0,0.5,0.5,5.0,0.0
1,23/09/2000,3,Zaragoza,Alavés,2-2,2,2,0,E,0,Ansuategui Roca,4,3,0,0,"[""41'"", ""57'""]","['Jamelli ', 'Yordi ']","[""21'"", ""39'""]","['Javi Moreno ', 'Desio ']",1,3,14,7,,,0.0,1.0,1.0,3.0,2.0,0.0,2.0,1.5,0.5,0.0,0.0,0.0
1,01/10/2000,4,Espanyol,RealSociedad,1-2,1,2,1,V,1,Medina Cantalejo,3,4,0,0,"[""34'""]",['Gâlcă '],"[""14'"", ""39'""]","['Arif Erdem ', 'Idiakez ']",3,2,12,17,,,0.0,0.0,1.0,1.0,2.0,4.0,2.333,2.667,0.333,0.0,7.0,0.0
1,01/10/2000,4,Valladolid,Villarreal,0-0,0,0,0,E,0,Losantos Omar,0,1,0,0,[],[],[],[],5,6,7,6,,,1.0,1.0,2.0,1.0,0.0,0.0,3.333,2.333,0.0,0.333,2.0,0.0
1,01/10/2000,4,Valencia,LasPalmas,5-1,5,1,0,L,0,Pérez Burrull,2,1,0,0,"[""22'"", ""24'"", ""58'"", ""62'"", ""89'""]","['Juan Sánchez ', 'Zahovič ', 'Juan Sánchez ', 'Carew ', 'Vicente ']","[""81'""]",['Guðjónsson '],6,2,5,16,,,1.0,0.333,4.0,2.0,0.0,2.0,3.667,2.667,0.0,0.0,6.0,0.0
1,01/10/2000,4,Oviedo,Zaragoza,2-1,2,1,0,L,0,Llonch Andreu,2,3,0,0,"[""16'"", ""41'""]","['Losada ', 'Iván Ania ']","[""82'""]",['Pablo '],1,2,20,15,,,0.333,0.333,2.0,0.0,2.0,0.0,3.0,2.667,0.0,0.333,5.0,0.0
1,01/10/2000,4,RayoVallecano,CeltadeVigo,3-0,3,0,0,L,0,Ramírez Domínguez,6,5,0,0,"[""15'"", ""86'"", ""89'""]","['De Quintana ', 'Mauro ', 'Míchel ']",[],[],5,9,8,1,,,0.333,1.0,0.0,2.0,0.0,0.0,3.667,1.333,0.0,0.0,5.0,1.0
1,01/10/2000,4,Málaga,Numancia,1-3,1,3,0,V,0,Megía Dávila,0,5,0,0,"[""21'""]",['Canabal '],"[""8'"", ""27'"", ""89'""]","['Pacheta ', 'Ojeda ', 'José Manuel ']",4,3,11,13,,,0.333,0.0,3.0,0.0,3.0,2.0,3.0,1.333,0.0,0.0,3.0,1.0
1,01/10/2000,4,Alavés,Osasuna,2-0,2,0,1,L,0,Mejuto González,2,3,0,0,"[""73'"", ""89'""]","['Javi Moreno ', 'Iván Alonso ']",[],[],4,4,9,10,,,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.333,0.0,0.0,3.0,0.0
1,01/10/2000,4,AthleticClub,Mallorca,2-1,2,1,0,L,0,Muñiz Fernández,4,4,0,0,"[""40'"", ""61'""]","['Urzaiz ', 'Urzaiz ']","[""37'""]",['Engonga '],3,1,14,18,,,1.0,0.0,3.0,0.0,1.0,4.0,2.333,2.0,0.0,0.0,3.0,0.0
1,30/09/2000,4,RacingdeSantander,RealMadrid,0-0,0,0,0,E,0,Iturralde González,1,1,1,0,[],[],[],[],1,7,19,2,,,0.0,0.333,0.0,3.0,3.0,3.0,2.333,2.333,0.333,0.0,3.0,0.0
1,01/10/2000,4,DeportivodeLaCoruña,Barcelona,2-0,2,0,0,L,0,Pérez Lasa,2,4,0,0,"[""64'"", ""76'""]","['Donato ', 'Diego Tristán ']",[],[],7,6,3,4,,,1.0,0.0,2.0,1.0,0.0,3.0,2.667,3.0,0.333,0.333,8.0,0.0
1,15/10/2000,5,Mallorca,RacingdeSantander,2-1,2,1,0,L,0,Ansuategui Roca,1,4,0,0,"[""52'"", ""86'""]","['Luque ', 'Carlitos ']","[""44'""]",['Rushfeldt '],1,2,20,19,,,0.167,0.167,0.5,1.5,1.0,2.5,2.5,2.0,0.0,0.5,7.0,0.0
1,15/10/2000,5,Zaragoza,Valladolid,0-0,0,0,0,E,0,Andradas Asurmendi,1,3,0,0,[],[],[],[],2,6,17,10,,,0.167,0.333,1.5,1.0,2.0,1.0,2.75,2.5,0.25,0.0,5.0,0.0
1,15/10/2000,5,Osasuna,Oviedo,0-0,0,0,0,E,0,Daudén Ibáñez,3,0,0,0,[],[],[],[],4,4,14,15,,,0.167,0.0,1.0,0.0,2.0,1.0,2.5,2.75,0.0,0.0,9.0,0.5
1,15/10/2000,5,CeltadeVigo,Alavés,1-1,1,1,0,E,1,Undiano Mallenco,2,2,0,0,"[""3'""]",['Karpin '],"[""2'""]",['Javi Moreno '],9,7,2,7,,,1.0,0.667,2.5,2.5,0.5,1.0,2.25,2.0,0.0,0.0,6.5,0.0
1,15/10/2000,5,Numancia,AthleticClub,0-0,0,0,0,E,0,Bueno Grimal,3,5,0,0,[],[],[],[],6,6,8,11,,,0.5,0.0,0.5,0.5,1.5,3.0,2.25,2.75,0.0,0.0,10.0,0.0
1,14/10/2000,5,RealMadrid,DeportivodeLaCoruña,3-0,3,0,1,L,0,Turienzo Álvarez,1,2,0,0,"[""18'"", ""44'"", ""88'""]","['Raúl ', 'Hierro ', 'Guti ']",[],[],8,10,5,1,,,1.0,0.667,3.0,2.0,1.0,0.5,2.0,2.5,0.0,0.25,4.0,0.5
1,14/10/2000,5,RealSociedad,Barcelona,0-6,0,6,0,V,1,García Aranda,2,1,0,0,[],[],"[""2'"", ""16'"", ""19'"", ""30'"", ""36'"", ""40'""]","['Rivaldo ', 'Alfonso ', 'Alfonso ', 'Rivaldo ', 'Luis Enrique ', 'Simão ']",5,6,12,9,,,0.333,0.0,1.5,0.5,1.5,2.5,3.0,3.25,0.0,0.25,2.0,0.0
1,14/10/2000,5,Villarreal,Valencia,1-1,1,1,0,E,0,Carmona Méndez,3,3,0,0,"[""64'""]",['Moisés '],"[""60'""]",['Juan Sánchez '],7,9,6,3,,,0.5,0.5,1.0,2.0,2.5,1.0,2.0,3.25,0.25,0.0,2.0,0.0
1,14/10/2000,5,LasPalmas,Málaga,2-1,2,1,0,L,0,Esquinas Torres,2,3,0,0,"[""76'"", ""83'""]","['Oulare ', 'Orlando ']","[""61'""]",['Valcarce '],2,4,18,13,,,0.167,0.5,0.5,1.0,2.0,1.0,2.25,2.25,0.0,0.0,1.0,0.0
1,14/10/2000,5,Espanyol,RayoVallecano,0-0,0,0,0,E,0,Fernández Marín,2,3,0,1,[],[],[],[],3,8,16,4,,,0.0,0.667,1.0,3.5,2.0,1.5,2.5,4.25,0.25,0.0,8.0,0.0
1,22/10/2000,6,Valladolid,Osasuna,1-1,1,1,1,E,0,Megía Dávila,3,3,0,0,"[""35'""]",['Kaviedes '],"[""44'""]",['Cruchaga '],7,5,9,13,7.0,5.0,0.667,0.5,1.0,1.0,0.0,1.5,2.6,2.6,0.0,0.0,4.0,0.5
1,22/10/2000,6,Oviedo,CeltadeVigo,3-1,3,1,0,L,0,López Nieto,2,3,0,0,"[""14'"", ""43'"", ""89'""]","['Losada ', 'Oli ', 'Oli ']","[""70'""]",['Giovanella '],5,10,14,4,5.0,10.0,0.667,0.5,2.0,1.0,1.5,1.5,2.2,2.2,0.0,0.0,8.0,1.0
1,22/10/2000,6,RayoVallecano,RealSociedad,4-1,4,1,0,L,0,Puentes Leira,0,2,0,0,"[""10'"", ""20'"", ""65'"", ""72'""]","['Míchel ', 'Glaucio ', 'Míchel ', 'Míchel ']","[""24'""]",['Jáuregi '],9,5,5,12,9.0,5.0,0.667,0.5,1.5,1.5,0.0,2.5,4.0,2.8,0.2,0.0,4.0,0.0
1,22/10/2000,6,RacingdeSantander,Numancia,4-2,4,2,2,L,0,Medina Cantalejo,1,5,0,0,"[""21'"", ""37'"", ""60'"", ""89'""]","['Preciado ', 'Preciado ', 'Amavisca ', 'Amavisca ']","[""12'"", ""78'""]","['Ojeda ', 'José Manuel ']",2,7,20,11,2.0,7.0,0.167,0.5,0.0,1.5,1.5,1.5,2.4,2.4,0.4,0.0,7.0,0.0
1,22/10/2000,6,Málaga,Villarreal,2-1,2,1,0,L,1,Pérez Lasa,3,2,0,0,"[""23'"", ""30'""]","['Dely Valdés ', 'Dely Valdés ']","[""72'""]",['Craioveanu '],4,8,16,7,4.0,8.0,0.167,0.667,2.0,0.5,3.0,0.0,2.4,2.2,0.0,0.2,7.0,0.0
1,22/10/2000,6,Alavés,Espanyol,1-0,1,0,0,L,0,Muñiz Fernández,3,3,0,0,"[""75'""]",['Iván Alonso '],[],[],8,4,8,17,8.0,4.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.4,0.0,0.2,5.5,0.0
1,22/10/2000,6,AthleticClub,LasPalmas,0-3,0,3,0,V,0,Mejuto González,0,3,0,0,[],[],"[""10'"", ""58'"", ""89'""]","['Guayre ', 'lvaro ', 'Josico ']",7,5,10,15,7.0,5.0,1.0,0.167,2.5,1.5,1.0,3.5,3.2,2.2,0.0,0.0,4.0,0.0
1,21/10/2000,6,Valencia,Zaragoza,1-0,1,0,0,L,0,Prados García,2,2,0,0,"[""65'""]",['Mendieta '],[],[],10,3,3,19,10.0,3.0,1.0,0.167,4.5,0.5,0.5,1.0,3.2,2.4,0.0,0.2,4.5,0.0
1,21/10/2000,6,DeportivodeLaCoruña,Mallorca,1-1,1,1,0,E,0,Rodríguez Santiago,5,4,0,0,"[""77'""]",['Valerón '],"[""85'""]",['Luque '],10,4,2,18,10.0,4.0,1.0,0.0,2.0,0.5,0.0,3.0,2.4,2.2,0.2,0.0,4.0,1.0
1,21/10/2000,6,Barcelona,RealMadrid,2-0,2,0,0,L,0,Pérez Burrull,2,4,0,0,"[""26'"", ""79'""]","['Luis Enrique ', 'Simão ']",[],[],9,11,6,1,9.0,11.0,1.0,0.333,2.5,1.5,1.0,1.5,2.8,1.8,0.2,0.0,4.5,0.0
1,29/10/2000,7,RealSociedad,RealMadrid,1-4,1,4,0,V,1,Ramírez Domínguez,2,2,0,0,"[""77'""]",['Jankauskas '],"[""13'"", ""42'"", ""46'"", ""61'""]","['Guti ', 'Hierro ', 'Figo ', 'Sávio ']",5,11,16,4,4.0,8.0,0.222,0.222,1.0,1.0,3.0,1.667,2.667,2.167,0.0,0.0,8.0,0.5
1,29/10/2000,7,Osasuna,Valencia,1-2,1,2,0,V,0,García Aranda,2,3,0,0,"[""5'""]",['Mateo '],"[""18'"", ""85'""]","['Propia Puerta', 'Carew ']",6,13,15,1,6.0,13.0,0.222,0.444,0.667,1.667,1.333,1.0,2.667,3.0,0.0,0.0,2.5,0.0
1,29/10/2000,7,Espanyol,Oviedo,2-0,2,0,0,L,0,Iturralde González,2,2,0,0,"[""18'"", ""58'""]","['Sergio ', 'Tamudo ']",[],[],4,8,19,8,1.0,8.0,0.111,0.111,0.667,0.0,1.333,0.667,2.5,2.167,0.167,0.0,2.5,0.5
1,29/10/2000,7,CeltadeVigo,Valladolid,2-1,2,1,0,L,0,Bueno Grimal,4,5,0,0,"[""34'"", ""78'""]","['Karpin ', 'Edú ']","[""89'""]",['irić '],10,8,7,10,7.0,7.0,0.778,0.333,2.0,0.667,0.667,0.667,2.333,2.667,0.0,0.0,9.0,0.0
1,29/10/2000,7,RayoVallecano,Alavés,0-1,0,1,0,V,0,Llonch Andreu,3,7,0,0,[],[],"[""5'""]",['Javi Moreno '],12,11,2,5,9.0,8.0,0.778,0.556,2.333,2.0,0.333,1.0,3.333,2.167,0.167,0.0,5.0,0.0
1,28/10/2000,7,Villarreal,AthleticClub,0-0,0,0,0,E,0,Esquinas Torres,2,4,0,0,[],[],[],[],8,7,9,14,8.0,7.0,0.444,0.111,1.0,0.333,2.0,2.0,2.167,2.667,0.167,0.0,3.0,0.0
1,28/10/2000,7,Numancia,DeportivodeLaCoruña,1-2,1,2,0,V,0,Daudén Ibáñez,3,2,0,0,"[""62'""]",['Rubén Navarro '],"[""14'"", ""29'""]","['Donato ', 'Fernando ']",7,11,13,6,4.0,8.0,0.444,0.444,0.333,1.333,1.0,1.333,2.833,2.833,0.0,0.167,7.0,0.333
1,28/10/2000,7,Mallorca,Barcelona,2-0,2,0,0,L,0,Fernández Marín,4,2,0,0,"[""10'"", ""51'""]","['o ', 'Ibagaza ']",[],[],5,12,17,3,4.0,9.0,0.444,0.333,1.0,2.333,1.0,1.667,2.5,2.667,0.0,0.167,6.5,0.5
1,28/10/2000,7,LasPalmas,RacingdeSantander,2-1,2,1,1,L,1,Losantos Omar,2,3,0,0,"[""28'"", ""82'""]","['Propia Puerta', 'Oulare ']","[""59'""]",['Amavisca '],8,5,11,18,8.0,4.0,0.444,0.111,1.0,1.333,1.667,2.333,2.333,2.167,0.0,0.333,1.5,0.0
1,28/10/2000,7,Zaragoza,Málaga,1-1,1,1,0,E,0,Carmona Méndez,1,3,1,0,"[""58'""]",['Montenegro '],"[""49'""]",['Darío Silva '],3,7,20,12,3.0,7.0,0.222,0.333,1.0,1.0,1.333,1.333,2.333,2.5,0.167,0.0,4.0,0.0
1,01/11/2000,8,Valencia,CeltadeVigo,1-0,1,0,0,L,0,Pérez Lasa,2,5,0,0,"[""65'""]",['Carew '],[],[],16,13,1,5,13.0,7.0,1.0,0.333,3.333,1.0,0.333,2.0,3.0,2.571,0.0,0.0,6.333,0.0
1,01/11/2000,8,Oviedo,RayoVallecano,4-1,4,1,0,L,0,Turienzo Álvarez,5,7,0,0,"[""37'"", ""44'"", ""63'"", ""89'""]","['Tomić ', 'Oli ', 'Iván Ania ', 'Propia Puerta']","[""30'""]",['Bolo '],8,12,11,6,7.0,8.0,0.778,0.556,2.333,2.333,1.333,1.0,2.143,3.286,0.0,0.143,3.667,0.333
1,01/11/2000,8,RealMadrid,Mallorca,0-2,0,2,0,V,0,Puentes Leira,0,2,0,0,[],[],"[""55'"", ""89'""]","['Ibagaza ', 'Carlitos ']",14,8,2,14,10.0,7.0,1.0,0.111,3.0,0.667,0.667,2.333,2.143,2.714,0.0,0.0,3.333,0.0
1,01/11/2000,8,RacingdeSantander,Villarreal,3-1,3,1,0,L,0,López Nieto,1,0,0,0,"[""36'"", ""41'"", ""80'""]","['Jaime ', 'Preciado ', 'Ismael ']","[""52'""]",['Cagna '],5,9,19,9,4.0,6.0,0.444,0.444,1.333,0.667,1.667,0.667,2.286,2.143,0.286,0.143,6.5,0.5
1,01/11/2000,8,Valladolid,Espanyol,1-1,1,1,0,E,0,Pérez Burrull,1,5,0,0,"[""56'""]",['Alberto '],"[""5'""]",['Toni Velamazán '],8,7,10,16,4.0,4.0,0.556,0.333,1.0,0.667,0.333,1.0,3.0,2.429,0.0,0.143,5.0,0.0
1,01/11/2000,8,Alavés,RealSociedad,0-1,0,1,0,V,0,Andradas Asurmendi,2,0,0,0,[],[],"[""55'""]",['Jáuregi '],14,5,3,18,11.0,4.0,0.667,0.333,1.0,1.333,0.333,3.0,2.857,2.571,0.0,0.0,4.667,0.0
1,01/11/2000,8,Barcelona,Numancia,1-1,1,1,1,E,0,Prados García,0,3,0,0,"[""46'""]",['Rivaldo '],"[""89'""]",['Rubén Navarro '],12,7,7,15,9.0,4.0,1.0,0.333,2.333,1.667,0.667,2.333,2.571,2.857,0.143,0.0,4.333,0.0
1,01/11/2000,8,AthleticClub,Zaragoza,1-2,1,2,0,V,0,Undiano Mallenco,3,4,0,0,"[""47'""]",['Javi González '],"[""23'"", ""89'""]","['Jamelli ', 'Propia Puerta']",8,4,13,20,5.0,3.0,0.667,0.111,1.667,0.333,1.667,1.0,2.857,2.143,0.0,0.286,5.667,0.0
1,31/10/2000,8,DeportivodeLaCoruña,LasPalmas,4-0,4,0,0,L,0,Ansuategui Roca,0,1,0,0,"[""31'"", ""47'"", ""60'"", ""80'""]","['Diego Tristán ', 'Diego Tristán ', 'Diego Tristán ', 'Makaay ']",[],[],14,11,4,8,8.0,10.0,0.778,0.444,1.667,2.0,0.333,2.333,2.714,2.286,0.143,0.0,6.0,0.0
1,01/11/2000,8,Málaga,Osasuna,3-1,3,1,0,L,1,Rodríguez Santiago,1,3,0,0,"[""1'"", ""37'"", ""89'""]","['Zárate ', 'Dely Valdés ', 'Edgar ']","[""19'""]",['Sabino '],8,6,12,17,7.0,3.0,0.444,0.444,2.0,1.0,2.333,1.333,2.571,2.571,0.0,0.0,6.5,0.5
1,05/11/2000,9,Zaragoza,RacingdeSantander,2-0,2,0,0,L,0,Mejuto González,1,1,0,0,"[""38'"", ""57'""]","['Montenegro ', 'Jamelli ']",[],[],7,8,19,18,5.0,7.0,0.25,0.083,1.0,1.25,1.25,2.25,2.375,2.125,0.25,0.25,3.667,0.0
1,05/11/2000,9,RayoVallecano,Valladolid,2-1,2,1,0,L,0,Medina Cantalejo,2,3,0,0,"[""44'"", ""85'""]","['Setvalls ', 'Bolić ']","[""66'""]",['Heinze '],12,9,7,12,7.0,4.0,0.583,0.25,1.75,0.75,0.5,1.0,3.75,2.75,0.125,0.0,6.667,0.0
1,05/11/2000,9,RealSociedad,Mallorca,0-1,0,1,0,V,0,Megía Dávila,2,0,0,0,[],[],"[""89'""]",['Nadal '],8,11,17,8,6.0,10.0,0.167,0.333,1.0,1.0,3.25,1.75,2.25,2.625,0.0,0.0,4.667,0.333
1,05/11/2000,9,Osasuna,AthleticClub,1-1,1,1,0,E,1,Fernández Marín,1,3,0,0,"[""71'""]",['Armentano '],"[""18'""]",['Larrazabal '],6,8,20,14,2.0,5.0,0.167,0.167,0.75,0.25,1.5,1.5,2.625,2.875,0.0,0.0,6.333,0.333
1,05/11/2000,9,Alavés,Oviedo,4-0,4,0,1,L,0,García Aranda,0,0,0,1,"[""22'"", ""35'"", ""84'"", ""89'""]","['Javi Moreno ', 'Geli ', 'Propia Puerta', 'Jordi Cruyff ']",[],[],14,11,4,10,10.0,10.0,0.5,0.083,0.75,0.0,0.5,1.0,2.75,2.5,0.0,0.0,3.333,0.0
