DIF PR PTS,Dif POS,Dif FORMA,Dif PTS L/V,Dif G AF,Dif G EC
-0.8957025508103128,1.1880883242089038,0.09021379697291883,-0.7429781426686042,-1.032462723553468,0.027859170091711728
0.3342073087320348,-0.14778705212285626,0.9646066101307528,1.8641341436279202,1.4882343184658635,0.34546439777469384
0.641684773617622,-0.7550031322736563,-0.12838440631653966,0.8205074862948286,0.7320252058600641,-0.28974605759127053
-0.43448635348193243,0.45942902802794383,-0.12838440631653966,-1.2667458283713542,-1.2845324277554007,1.9334905361896044
0.02672984384644799,-0.14778705212285626,0.7460084068412943,0.3006485146644872,0.22788579745619783,-0.28974605759127037
-0.28074762103913886,0.7023154600882637,0.3088120002623773,0.0387646718131122,-1.032462723553468,0.34546439777469384
-1.8181349454670734,2.159634052450184,-1.4399736260532905,-1.7866048000016956,-1.536602131957334,0.34546439777469345
-0.8957025508103125,1.4309747562692239,-1.4399736260532905,-0.7429781426686042,-0.5283233151496015,0.6630696254576759
-0.43448635348193243,0.45942902802794383,-0.12838440631653966,-0.223119171038263,-0.5283233151496015,-0.28974605759127053
1.1029009709460023,-1.4836624284546165,-0.12838440631653966,2.383993115258262,0.47995550165813106,-1.8777721960061815
-0.6727813887682623,0.9452018921485839,-1.221375422763832,0.0387646718131122,0.4799555016581309,1.29828008082364
1.0045081821826145,-1.2407759963942964,-0.12838440631653966,1.3403664579251702,2.2444434310716623,0.34546439777469384
0.16663209036938997,-0.5121167002133363,-0.34698260960599814,0.03876467181311199,-0.2762536109476685,-1.5601669683231991
0.5863388299382164,-0.8764463483038164,-0.12838440631653966,2.383993115258262,2.748582839475529,-0.9249565129572349
-0.392976895722378,0.5808722440581038,-0.34698260960599814,0.0387646718131122,-1.0324627235534678,-2.5129826513721456
-0.8111462479667761,1.1880883242089038,-0.34698260960599814,-0.7429781426686042,-0.2762536109476685,1.6158853085066227
0.5863388299382164,-0.6335599162434964,0.7460084068412943,1.8641341436279202,1.2361646142639307,-1.8777721960061815
1.0060455695070425,-1.3622192124244563,0.3088120002623773,0.5625323575158622,0.7320252058600641,0.027859170091711728
-0.9510484944897185,1.4309747562692239,-0.34698260960599814,0.03876467181311199,-1.0324627235534678,0.34546439777469384
0.30499694956790385,-0.5121167002133363,1.1832048134202113,0.0387646718131122,-0.0241839067457354,0.027859170091711728
-0.8711043536194659,1.4309747562692239,-0.5655808128954566,-0.3091108806312517,0.3123291483638455,0.13425692136551068
0.5386798228809502,-0.6335599162434964,0.5274102035518359,0.12475638140610097,-0.9480193726458201,-0.6597561478419451
0.2834735270259131,-0.6335599162434964,0.5274102035518359,1.8641341436279202,1.5726776693735107,-0.39614380886506967
-0.7419638183675192,0.8237586761184238,0.09021379697291883,-1.1768454047059569,-0.5283233151496015,0.3978692603423861
0.41107667495343164,-0.8764463483038164,-0.5655808128954566,0.7775116314983342,0.52154700285145,-0.9249565129572349
-1.126310649474503,1.4309747562692239,-0.12838440631653966,0.12866509547850966,-0.5283233151496015,0.13425692136551068
1.1797703371673989,-1.6051056444847764,0.5274102035518359,1.6452461555730393,0.942503408868678,-1.1901568780725251
-1.767401163760952,2.038190836420024,-1.221375422763832,-1.6107126667433096,-1.3689757786630485,0.39786926034238573
-0.7419638183675192,0.5808722440581038,0.3088120002623773,-0.30520216655884286,-0.9480193726458201,-0.39614380886506967
-0.22847645200858904,0.5808722440581038,-0.5655808128954566,0.9963996195532148,-0.3178451121409873,-0.9249565129572349
-1.2738998326195845,1.5524179722993838,-1.0027772194743736,-0.7429781426686042,-0.7388015181582158,0.6630696254576759
1.4457383442934317,-1.8479920765450966,1.6204012199991282,0.992490905480806,0.52154700285145,-0.39614380886506967
