Dif POS,Dif FORMA,Dif PTS L/V,Dif G AF,Dif G EC
1.1883583836172302,0.08918011047238758,-0.7522799803879571,-1.0408878537299175,0.03380073681447015
-0.14646122588437527,0.9657298911730828,1.8627082728618165,1.487824295156972,0.3514489489453942
-0.7531974120214686,-0.12995733470278623,0.8159288671381442,0.7292106504909053,-0.28384747531645405
0.460274960252718,-0.12995733470278623,-1.277629944309201,-1.293759068618606,1.9396900096000145
-0.14646122588437527,0.746592445997909,0.2944994253357155,0.22346822071352737,-0.2838474753164539
0.7029694347075554,0.30831755564756136,0.031824443375093554,-1.0408878537299175,0.3514489489453942
2.159136281436579,-1.444782005753829,-1.7990593861116297,-1.5466302835072951,0.3514489489453938
1.4310528580720674,-1.444782005753829,-0.7522799803879571,-0.5351454239525394,0.6690971610763182
0.460274960252718,-0.12995733470278623,-0.23085053858552862,-0.5351454239525394,-0.28384747531645405
-1.4812808353859805,-0.12995733470278623,2.384137714664245,0.4763394356022164,-1.8720885359710746
0.9456639091623927,-1.2256445605786552,0.031824443375093554,0.47633943560221625,1.3043935853381663
-1.2385863609311432,-0.12995733470278623,1.3373583089405727,2.2464379398230383,0.3514489489453942
-0.5105029375666313,-0.34909477987796006,0.03182444337509334,-0.28227420906385053,-1.5544403238401503
-0.8745446492488873,-0.12995733470278623,2.384137714664245,2.752180369600417,-0.9191438995783022
0.5816221974801367,-0.34909477987796006,0.031824443375093554,-1.040887853729917,-2.5073849602329226
1.1883583836172302,-0.34909477987796006,-0.7522799803879571,-0.28227420906385053,1.6220417974690908
-0.6318501747940499,0.746592445997909,1.8627082728618165,1.2349530802682833,-1.8720885359710746
-1.3599335981585619,0.30831755564756136,0.5571744072963375,0.7292106504909053,0.03380073681447015
1.4310528580720674,-0.34909477987796006,0.03182444337509334,-1.040887853729917,0.3514489489453942
-0.5105029375666313,1.1848673363482567,0.031824443375093554,-0.029402994175161647,0.03380073681447015
1.4310528580720674,-0.5682322250531339,-0.317102025199464,0.30818007770123823,0.14021288787832964
-0.6318501747940499,0.5274550008227351,0.11807592998902908,-0.9561759967422064,-0.6539076424489809
-0.6318501747940499,0.5274550008227351,1.8627082728618165,1.5725361521446826,-0.39025962638031375
0.824316671934974,0.08918011047238758,-1.18745793557645,-0.5351454239525394,0.40386090394699686
-0.8745446492488873,-0.5682322250531339,0.7728031238311763,0.5180631860588499,-0.9191438995783022
1.4310528580720674,-0.12995733470278623,0.12199645210784445,-0.5351454239525394,0.14021288787832964
-1.6026280726133992,0.5274550008227351,1.6431590342081623,0.9403581149229603,-1.184380156707624
2.0377890442091604,-1.2256445605786552,-1.6226358907649432,-1.378470925606317,0.40386090394699653
0.5816221974801367,0.30831755564756136,-0.31318150308064857,-0.9561759967422064,-0.39025962638031375
0.5816221974801367,-0.5682322250531339,0.9923523624848306,-0.3239979595204841,-0.9191438995783022
1.552400095299486,-1.0065071154034813,-0.7522799803879571,-0.7462928883845947,0.6690971610763182
-1.8453225470682366,1.6231422266986042,0.9884318403660148,0.5180631860588499,-0.39025962638031375
0.09623324857046206,-0.5682322250531339,0.9884318403660148,0.9403581149229606,0.40386090394699653
-0.38915570033921265,0.08918011047238758,1.4275303176733236,-0.5351454239525394,-2.5073849602329226
-0.8745446492488873,1.6231422266986042,1.8587877507430008,2.203449833291962,-0.6554958835096354
0.824316671934974,-0.34909477987796006,1.6431590342081623,1.9935667249343498,0.6690971610763182
-1.8453225470682366,0.5274550008227351,1.4275303176733236,1.3613886877126276,-1.7132644299056126
0.09623324857046206,-0.5682322250531339,-0.09755278654580979,-0.11411485116287237,0.14021288787832964
-0.26780846311179396,0.08918011047238758,-0.09755278654580969,-0.5351454239525394,0.40544914500765133
-0.5105029375666313,-0.5682322250531339,0.3376251686426831,0.7292106504909053,0.6690971610763182
0.5816221974801367,-0.34909477987796006,1.1138885481681031,0.18806625062911103,-0.9191438995783022
-0.9958918864763059,0.5274550008227351,2.050893334564949,1.0908164877817303,-1.5989110735384797
-1.2385863609311432,0.9657298911730828,2.4233429358523977,1.6319608876435245,-1.1462623712519129
0.3389277230252994,0.30831755564756136,-0.9404650420910892,-0.715948342597952,-0.012258253944514063
0.9456639091623927,-1.2256445605786552,0.5532538851775219,0.7292106504909053,0.2148602177290967
0.3389277230252994,-0.34909477987796006,-0.37983037910050815,-0.3543425053071268,-1.6004993145991342
-0.14646122588437527,0.30831755564756136,0.9296240085837864,0.36886916927452335,-0.9191438995783022
1.1883583836172302,-0.5682322250531339,-1.497179182962855,-0.895486905168921,2.257338221730939
1.309705620844649,-1.6639194509290027,-0.9404650420910894,-1.437895661105159,-0.23778848455747004
